scenario,level,system,first_class_group,parent,layer,rows,sum_count,system_total_rows
S5,trigrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,6,13,207
S5,trigrams,AC15P,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,207
S5,trigrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,0,0,207
S5,trigrams,AC15P,temporal_projection.decay_and_currency,temporal_projection,A,11,29,207
S5,trigrams,AC15P,temporal_projection.time_horizons,temporal_projection,A,4,8,207
S5,trigrams,AC15P,temporal_projection.past_present_future,temporal_projection,A,0,0,207
S5,trigrams,AC15P,temporal_projection.change_and_rate,temporal_projection,A,0,0,207
S5,trigrams,AC15P,temporal_projection.robustness_and_resilience,temporal_projection,A,7,22,207
S5,trigrams,AC15P,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,5,13,207
S5,trigrams,AC15P,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,207
S5,trigrams,AC15P,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,207
S5,trigrams,AC15P,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,207
S5,trigrams,AC15P,surfacing.friction_exposed,surfacing,B,3,8,207
S5,trigrams,AC15P,surfacing.hard_limit_refusal,surfacing,B,0,0,207
S5,trigrams,AC15P,surfacing.confrontation,surfacing,B,2,4,207
S5,trigrams,AC15P,surfacing.tension_exposure,surfacing,B,0,0,207
S5,trigrams,AC15P,smoothing,smoothing,B,0,0,207
S5,trigrams,AC15P,hedging,hedging,B,5,10,207
S5,trigrams,AC15P,warning,warning,B,3,6,207
S5,trigrams,AC15P,conditions,conditions,B,4,8,207
S5,trigrams,AC15P,autonomy_sovereignty,autonomy_sovereignty,B,0,0,207
S5,trigrams,HYBRID_3_5,truth.plain_statement,truth,A,0,0,164
S5,trigrams,HYBRID_3_5,truth.verification,truth,A,11,26,164
S5,trigrams,HYBRID_3_5,truth.uncertainty_marking,truth,A,0,0,164
S5,trigrams,HYBRID_3_5,truth.fact_vs_interpretation,truth,A,0,0,164
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,3,6,164
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,2,4,164
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,164
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,0,0,164
S5,trigrams,HYBRID_3_5,temporal_projection.decay_and_currency,temporal_projection,A,4,8,164
S5,trigrams,HYBRID_3_5,temporal_projection.time_horizons,temporal_projection,A,3,6,164
S5,trigrams,HYBRID_3_5,temporal_projection.past_present_future,temporal_projection,A,0,0,164
S5,trigrams,HYBRID_3_5,temporal_projection.change_and_rate,temporal_projection,A,0,0,164
S5,trigrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,temporal_projection,A,2,4,164
S5,trigrams,HYBRID_3_5,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,1,2,164
S5,trigrams,HYBRID_3_5,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,3,7,164
S5,trigrams,HYBRID_3_5,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,164
S5,trigrams,HYBRID_3_5,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,164
S5,trigrams,HYBRID_3_5,surfacing.friction_exposed,surfacing,B,0,0,164
S5,trigrams,HYBRID_3_5,surfacing.hard_limit_refusal,surfacing,B,0,0,164
S5,trigrams,HYBRID_3_5,surfacing.confrontation,surfacing,B,0,0,164
S5,trigrams,HYBRID_3_5,surfacing.tension_exposure,surfacing,B,0,0,164
S5,trigrams,HYBRID_3_5,smoothing,smoothing,B,0,0,164
S5,trigrams,HYBRID_3_5,hedging,hedging,B,7,14,164
S5,trigrams,HYBRID_3_5,warning,warning,B,2,4,164
S5,trigrams,HYBRID_3_5,conditions,conditions,B,2,4,164
S5,trigrams,HYBRID_3_5,autonomy_sovereignty,autonomy_sovereignty,B,0,0,164
S5,trigrams,HYBRID_SEMANTIC,truth.plain_statement,truth,A,0,0,179
S5,trigrams,HYBRID_SEMANTIC,truth.verification,truth,A,15,32,179
S5,trigrams,HYBRID_SEMANTIC,truth.uncertainty_marking,truth,A,0,0,179
S5,trigrams,HYBRID_SEMANTIC,truth.fact_vs_interpretation,truth,A,2,4,179
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,1,2,179
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,6,12,179
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,179
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,0,0,179
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,temporal_projection,A,8,18,179
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,temporal_projection,A,0,0,179
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.past_present_future,temporal_projection,A,0,0,179
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,temporal_projection,A,0,0,179
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.robustness_and_resilience,temporal_projection,A,1,2,179
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,2,4,179
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,1,2,179
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,179
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,179
S5,trigrams,HYBRID_SEMANTIC,surfacing.friction_exposed,surfacing,B,0,0,179
S5,trigrams,HYBRID_SEMANTIC,surfacing.hard_limit_refusal,surfacing,B,1,2,179
S5,trigrams,HYBRID_SEMANTIC,surfacing.confrontation,surfacing,B,3,6,179
S5,trigrams,HYBRID_SEMANTIC,surfacing.tension_exposure,surfacing,B,0,0,179
S5,trigrams,HYBRID_SEMANTIC,smoothing,smoothing,B,3,6,179
S5,trigrams,HYBRID_SEMANTIC,hedging,hedging,B,1,2,179
S5,trigrams,HYBRID_SEMANTIC,warning,warning,B,3,6,179
S5,trigrams,HYBRID_SEMANTIC,conditions,conditions,B,4,8,179
S5,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,autonomy_sovereignty,B,6,12,179
S7,trigrams,CONTROL,truth.plain_statement,truth,A,1,2,144
S7,trigrams,CONTROL,truth.verification,truth,A,3,6,144
S7,trigrams,CONTROL,truth.uncertainty_marking,truth,A,0,0,144
S7,trigrams,CONTROL,truth.fact_vs_interpretation,truth,A,0,0,144
S7,trigrams,CONTROL,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,5,10,144
S7,trigrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,0,0,144
S7,trigrams,CONTROL,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,144
S7,trigrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,1,2,144
S7,trigrams,CONTROL,temporal_projection.decay_and_currency,temporal_projection,A,0,0,144
S7,trigrams,CONTROL,temporal_projection.time_horizons,temporal_projection,A,1,2,144
S7,trigrams,CONTROL,temporal_projection.past_present_future,temporal_projection,A,0,0,144
S7,trigrams,CONTROL,temporal_projection.change_and_rate,temporal_projection,A,4,9,144
S7,trigrams,CONTROL,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,144
S7,trigrams,CONTROL,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,144
S7,trigrams,CONTROL,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,144
S7,trigrams,CONTROL,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,144
S7,trigrams,CONTROL,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,144
S7,trigrams,CONTROL,surfacing.friction_exposed,surfacing,B,1,2,144
S7,trigrams,CONTROL,surfacing.hard_limit_refusal,surfacing,B,0,0,144
S7,trigrams,CONTROL,surfacing.confrontation,surfacing,B,2,5,144
S7,trigrams,CONTROL,surfacing.tension_exposure,surfacing,B,1,2,144
S7,trigrams,CONTROL,smoothing,smoothing,B,0,0,144
S7,trigrams,CONTROL,hedging,hedging,B,4,8,144
S7,trigrams,CONTROL,warning,warning,B,2,4,144
S7,trigrams,CONTROL,conditions,conditions,B,2,5,144
S7,trigrams,CONTROL,autonomy_sovereignty,autonomy_sovereignty,B,1,2,144
S7,trigrams,AC15,truth.plain_statement,truth,A,1,2,218
S7,trigrams,AC15,truth.verification,truth,A,1,2,218
S7,trigrams,AC15,truth.uncertainty_marking,truth,A,0,0,218
S7,trigrams,AC15,truth.fact_vs_interpretation,truth,A,0,0,218
S7,trigrams,AC15,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,13,27,218
S7,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,1,2,218
S7,trigrams,AC15,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,218
S7,trigrams,AC15,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,3,6,218
S7,trigrams,AC15,temporal_projection.decay_and_currency,temporal_projection,A,3,7,218
S7,trigrams,AC15,temporal_projection.time_horizons,temporal_projection,A,1,2,218
S7,trigrams,AC15,temporal_projection.past_present_future,temporal_projection,A,3,7,218
S7,trigrams,AC15,temporal_projection.change_and_rate,temporal_projection,A,2,4,218
S7,trigrams,AC15,temporal_projection.robustness_and_resilience,temporal_projection,A,1,2,218
S7,trigrams,AC15,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,218
S7,trigrams,AC15,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,218
S7,trigrams,AC15,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,1,2,218
S7,trigrams,AC15,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,3,7,218
S7,trigrams,AC15,surfacing.friction_exposed,surfacing,B,0,0,218
S7,trigrams,AC15,surfacing.hard_limit_refusal,surfacing,B,0,0,218
S7,trigrams,AC15,surfacing.confrontation,surfacing,B,3,6,218
S7,trigrams,AC15,surfacing.tension_exposure,surfacing,B,0,0,218
S7,trigrams,AC15,smoothing,smoothing,B,8,19,218
S7,trigrams,AC15,hedging,hedging,B,6,12,218
S7,trigrams,AC15,warning,warning,B,3,6,218
S7,trigrams,AC15,conditions,conditions,B,2,4,218
S7,trigrams,AC15,autonomy_sovereignty,autonomy_sovereignty,B,2,4,218
S7,trigrams,AC15P,truth.plain_statement,truth,A,3,6,255
S7,trigrams,AC15P,truth.verification,truth,A,0,0,255
S7,trigrams,AC15P,truth.uncertainty_marking,truth,A,0,0,255
S7,trigrams,AC15P,truth.fact_vs_interpretation,truth,A,0,0,255
S7,trigrams,AC15P,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,18,41,255
S7,trigrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,4,8,255
S7,trigrams,AC15P,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,255
S7,trigrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,4,8,255
S7,trigrams,AC15P,temporal_projection.decay_and_currency,temporal_projection,A,2,4,255
S7,trigrams,AC15P,temporal_projection.time_horizons,temporal_projection,A,5,10,255
S7,trigrams,AC15P,temporal_projection.past_present_future,temporal_projection,A,0,0,255
S7,trigrams,AC15P,temporal_projection.change_and_rate,temporal_projection,A,4,8,255
S7,trigrams,AC15P,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,255
S7,trigrams,AC15P,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,255
S7,trigrams,AC15P,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,255
S7,trigrams,AC15P,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,2,4,255
S7,trigrams,AC15P,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,1,2,255
S7,trigrams,AC15P,surfacing.friction_exposed,surfacing,B,1,2,255
S7,trigrams,AC15P,surfacing.hard_limit_refusal,surfacing,B,2,4,255
S7,trigrams,AC15P,surfacing.confrontation,surfacing,B,2,4,255
S7,trigrams,AC15P,surfacing.tension_exposure,surfacing,B,0,0,255
S7,trigrams,AC15P,smoothing,smoothing,B,0,0,255
S7,trigrams,AC15P,hedging,hedging,B,10,20,255
S7,trigrams,AC15P,warning,warning,B,3,6,255
S7,trigrams,AC15P,conditions,conditions,B,2,5,255
S7,trigrams,AC15P,autonomy_sovereignty,autonomy_sovereignty,B,0,0,255
S7,trigrams,HYBRID_3_5,truth.plain_statement,truth,A,0,0,159
S7,trigrams,HYBRID_3_5,truth.verification,truth,A,2,4,159
S7,trigrams,HYBRID_3_5,truth.uncertainty_marking,truth,A,0,0,159
S7,trigrams,HYBRID_3_5,truth.fact_vs_interpretation,truth,A,0,0,159
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,6,13,159
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,2,4,159
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,159
S7,trigrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,4,8,159
S7,trigrams,HYBRID_3_5,temporal_projection.decay_and_currency,temporal_projection,A,1,2,159
S7,trigrams,HYBRID_3_5,temporal_projection.time_horizons,temporal_projection,A,3,7,159
S7,trigrams,HYBRID_3_5,temporal_projection.past_present_future,temporal_projection,A,1,2,159
S7,trigrams,HYBRID_3_5,temporal_projection.change_and_rate,temporal_projection,A,1,2,159
S7,trigrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,159
S7,trigrams,HYBRID_3_5,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,159
S7,trigrams,HYBRID_3_5,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,159
S7,trigrams,HYBRID_3_5,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,159
S7,trigrams,HYBRID_3_5,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,159
S7,trigrams,HYBRID_3_5,surfacing.friction_exposed,surfacing,B,3,6,159
S7,trigrams,HYBRID_3_5,surfacing.hard_limit_refusal,surfacing,B,1,2,159
S7,trigrams,HYBRID_3_5,surfacing.confrontation,surfacing,B,0,0,159
S7,trigrams,HYBRID_3_5,surfacing.tension_exposure,surfacing,B,0,0,159
S7,trigrams,HYBRID_3_5,smoothing,smoothing,B,0,0,159
S7,trigrams,HYBRID_3_5,hedging,hedging,B,8,20,159
S7,trigrams,HYBRID_3_5,warning,warning,B,7,14,159
S7,trigrams,HYBRID_3_5,conditions,conditions,B,2,4,159
S7,trigrams,HYBRID_3_5,autonomy_sovereignty,autonomy_sovereignty,B,3,6,159
S7,trigrams,HYBRID_SEMANTIC,truth.plain_statement,truth,A,0,0,184
S7,trigrams,HYBRID_SEMANTIC,truth.verification,truth,A,7,14,184
S7,trigrams,HYBRID_SEMANTIC,truth.uncertainty_marking,truth,A,0,0,184
S7,trigrams,HYBRID_SEMANTIC,truth.fact_vs_interpretation,truth,A,0,0,184
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,7,14,184
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,1,2,184
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,1,2,184
S7,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,6,12,184
S7,trigrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,temporal_projection,A,0,0,184
S7,trigrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,temporal_projection,A,2,4,184
S7,trigrams,HYBRID_SEMANTIC,temporal_projection.past_present_future,temporal_projection,A,1,2,184
S7,trigrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,temporal_projection,A,1,2,184
S7,trigrams,HYBRID_SEMANTIC,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,184
S7,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,2,4,184
S7,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,184
S7,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,1,2,184
S7,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,184
S7,trigrams,HYBRID_SEMANTIC,surfacing.friction_exposed,surfacing,B,0,0,184
S7,trigrams,HYBRID_SEMANTIC,surfacing.hard_limit_refusal,surfacing,B,0,0,184
S7,trigrams,HYBRID_SEMANTIC,surfacing.confrontation,surfacing,B,5,11,184
S7,trigrams,HYBRID_SEMANTIC,surfacing.tension_exposure,surfacing,B,4,8,184
S7,trigrams,HYBRID_SEMANTIC,smoothing,smoothing,B,0,0,184
S7,trigrams,HYBRID_SEMANTIC,hedging,hedging,B,4,15,184
S7,trigrams,HYBRID_SEMANTIC,warning,warning,B,7,14,184
S7,trigrams,HYBRID_SEMANTIC,conditions,conditions,B,6,12,184
S7,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,autonomy_sovereignty,B,0,0,184
S1,quadgrams,CONTROL,truth.plain_statement,truth,A,0,0,148
S1,quadgrams,CONTROL,truth.verification,truth,A,1,2,148
S1,quadgrams,CONTROL,truth.uncertainty_marking,truth,A,2,4,148
S1,quadgrams,CONTROL,truth.fact_vs_interpretation,truth,A,0,0,148
S1,quadgrams,CONTROL,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,3,6,148
S1,quadgrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,4,8,148
S1,quadgrams,CONTROL,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,148
S1,quadgrams,CONTROL,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,6,14,148
S1,quadgrams,CONTROL,temporal_projection.decay_and_currency,temporal_projection,A,0,0,148
S1,quadgrams,CONTROL,temporal_projection.time_horizons,temporal_projection,A,6,14,148
S1,quadgrams,CONTROL,temporal_projection.past_present_future,temporal_projection,A,2,5,148
S1,quadgrams,CONTROL,temporal_projection.change_and_rate,temporal_projection,A,3,6,148
S1,quadgrams,CONTROL,temporal_projection.robustness_and_resilience,temporal_projection,A,1,2,148
S1,quadgrams,CONTROL,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,148
S1,quadgrams,CONTROL,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,148
S1,quadgrams,CONTROL,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,148
S1,quadgrams,CONTROL,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,148
S1,quadgrams,CONTROL,surfacing.friction_exposed,surfacing,B,0,0,148
S1,quadgrams,CONTROL,surfacing.hard_limit_refusal,surfacing,B,0,0,148
S1,quadgrams,CONTROL,surfacing.confrontation,surfacing,B,1,4,148
S1,quadgrams,CONTROL,surfacing.tension_exposure,surfacing,B,0,0,148
S1,quadgrams,CONTROL,smoothing,smoothing,B,0,0,148
S1,quadgrams,CONTROL,hedging,hedging,B,10,29,148
S1,quadgrams,CONTROL,warning,warning,B,2,4,148
S1,quadgrams,CONTROL,conditions,conditions,B,2,5,148
S1,quadgrams,CONTROL,autonomy_sovereignty,autonomy_sovereignty,B,0,0,148
S1,quadgrams,AC15,truth.plain_statement,truth,A,0,0,134
S1,quadgrams,AC15,truth.verification,truth,A,4,8,134
S1,quadgrams,AC15,truth.uncertainty_marking,truth,A,0,0,134
S1,quadgrams,AC15,truth.fact_vs_interpretation,truth,A,0,0,134
S1,quadgrams,AC15,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,5,10,134
S1,quadgrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,0,0,134
S1,quadgrams,AC15,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,1,2,134
S1,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,9,19,134
S1,quadgrams,AC15,temporal_projection.decay_and_currency,temporal_projection,A,0,0,134
S1,quadgrams,AC15,temporal_projection.time_horizons,temporal_projection,A,4,8,134
S1,quadgrams,AC15,temporal_projection.past_present_future,temporal_projection,A,0,0,134
S1,quadgrams,AC15,temporal_projection.change_and_rate,temporal_projection,A,8,19,134
S1,quadgrams,AC15,temporal_projection.robustness_and_resilience,temporal_projection,A,1,2,134
S1,quadgrams,AC15,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,134
S1,quadgrams,AC15,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,134
S1,quadgrams,AC15,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,134
S1,quadgrams,AC15,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,134
S1,quadgrams,AC15,surfacing.friction_exposed,surfacing,B,1,2,134
S1,quadgrams,AC15,surfacing.hard_limit_refusal,surfacing,B,0,0,134
S1,quadgrams,AC15,surfacing.confrontation,surfacing,B,7,18,134
S1,quadgrams,AC15,surfacing.tension_exposure,surfacing,B,0,0,134
S1,quadgrams,AC15,smoothing,smoothing,B,0,0,134
S1,quadgrams,AC15,hedging,hedging,B,1,2,134
S1,quadgrams,AC15,warning,warning,B,1,2,134
S1,quadgrams,AC15,conditions,conditions,B,0,0,134
S1,quadgrams,AC15,autonomy_sovereignty,autonomy_sovereignty,B,0,0,134
S1,quadgrams,AC15P,truth.plain_statement,truth,A,0,0,186
S1,quadgrams,AC15P,truth.verification,truth,A,5,10,186
S1,quadgrams,AC15P,truth.uncertainty_marking,truth,A,0,0,186
S1,quadgrams,AC15P,truth.fact_vs_interpretation,truth,A,0,0,186
S1,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,10,22,186
S1,quadgrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,2,4,186
S1,quadgrams,AC15P,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,1,2,186
S1,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,15,32,186
S1,quadgrams,AC15P,temporal_projection.decay_and_currency,temporal_projection,A,3,6,186
S1,quadgrams,AC15P,temporal_projection.time_horizons,temporal_projection,A,2,5,186
S1,quadgrams,AC15P,temporal_projection.past_present_future,temporal_projection,A,1,2,186
S1,quadgrams,AC15P,temporal_projection.change_and_rate,temporal_projection,A,4,11,186
S1,quadgrams,AC15P,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,186
S1,quadgrams,AC15P,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,1,2,186
S1,quadgrams,AC15P,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,186
S1,quadgrams,AC15P,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,186
S1,quadgrams,AC15P,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,1,2,186
S1,quadgrams,AC15P,surfacing.friction_exposed,surfacing,B,1,2,186
S1,quadgrams,AC15P,surfacing.hard_limit_refusal,surfacing,B,2,5,186
S1,quadgrams,AC15P,surfacing.confrontation,surfacing,B,0,0,186
S1,quadgrams,AC15P,surfacing.tension_exposure,surfacing,B,0,0,186
S1,quadgrams,AC15P,smoothing,smoothing,B,0,0,186
S1,quadgrams,AC15P,hedging,hedging,B,4,14,186
S1,quadgrams,AC15P,warning,warning,B,5,10,186
S1,quadgrams,AC15P,conditions,conditions,B,0,0,186
S1,quadgrams,AC15P,autonomy_sovereignty,autonomy_sovereignty,B,0,0,186
S1,quadgrams,HYBRID_3_5,truth.plain_statement,truth,A,0,0,181
S1,quadgrams,HYBRID_3_5,truth.verification,truth,A,14,28,181
S1,quadgrams,HYBRID_3_5,truth.uncertainty_marking,truth,A,1,2,181
S1,quadgrams,HYBRID_3_5,truth.fact_vs_interpretation,truth,A,0,0,181
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,6,15,181
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,1,2,181
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,1,2,181
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,8,16,181
S1,quadgrams,HYBRID_3_5,temporal_projection.decay_and_currency,temporal_projection,A,0,0,181
S1,quadgrams,HYBRID_3_5,temporal_projection.time_horizons,temporal_projection,A,4,9,181
S1,quadgrams,HYBRID_3_5,temporal_projection.past_present_future,temporal_projection,A,0,0,181
S1,quadgrams,HYBRID_3_5,temporal_projection.change_and_rate,temporal_projection,A,4,9,181
S1,quadgrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,temporal_projection,A,2,4,181
S1,quadgrams,HYBRID_3_5,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,181
S1,quadgrams,HYBRID_3_5,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,181
S1,quadgrams,HYBRID_3_5,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,181
S1,quadgrams,HYBRID_3_5,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,181
S1,quadgrams,HYBRID_3_5,surfacing.friction_exposed,surfacing,B,1,2,181
S1,quadgrams,HYBRID_3_5,surfacing.hard_limit_refusal,surfacing,B,0,0,181
S1,quadgrams,HYBRID_3_5,surfacing.confrontation,surfacing,B,7,19,181
S1,quadgrams,HYBRID_3_5,surfacing.tension_exposure,surfacing,B,0,0,181
S1,quadgrams,HYBRID_3_5,smoothing,smoothing,B,0,0,181
S1,quadgrams,HYBRID_3_5,hedging,hedging,B,0,0,181
S1,quadgrams,HYBRID_3_5,warning,warning,B,6,12,181
S1,quadgrams,HYBRID_3_5,conditions,conditions,B,1,2,181
S1,quadgrams,HYBRID_3_5,autonomy_sovereignty,autonomy_sovereignty,B,1,2,181
S1,quadgrams,HYBRID_SEMANTIC,truth.plain_statement,truth,A,0,0,183
S1,quadgrams,HYBRID_SEMANTIC,truth.verification,truth,A,14,28,183
S1,quadgrams,HYBRID_SEMANTIC,truth.uncertainty_marking,truth,A,0,0,183
S1,quadgrams,HYBRID_SEMANTIC,truth.fact_vs_interpretation,truth,A,1,2,183
